source,title,description,text,url,publishedAt,emotion,summary
Digital Journal,China hawk Peter Navarro has Trumps ear,,"Senior Trump trade advisor Peter Navarro was known prior to work with the president for his book and subsequent film 'Death by China' - Copyright AFP Brendan SMIALOWSKI President Donald Trumps punishing tariffs on countries around the world, including a 104 percent increase in duties on China, bear the fingerprint of Peter Navarro, a Harvard-trained economist who has long warned against a rising Beijing. Saying Washingtons trade deficit was a sign of unfair competition, Trump announced blanket 10 percent tariffs on countries and territories around the world last week, including islands inhabited only by penguins. And nearly 60 economies face higher duties, including the over 100 percent tax on Chinese imports that took effect Wednesday after tit-for-tat tariffs between Beijing and Washington. Navarro has advised Trump since before the 2016 presidential election, when candidate Trump vowed to crack down on unfair trade practices he argued have destroyed American jobs and left once-mighty US cities a shadow of their former selves. The economists works include the documentary film, Death by China: how America lost its manufacturing base, connected to his 2011 book showing China as a serial trade cheater, subsidizing export-oriented industries and manipulating its currency. The consequences, including a harsh deindustrialization of the United States, demand a tough response to China, or the Dragon, Navarro argued. Navarro has since emerged as one of the presidents most loyal aides, a controversial figure who defended Trumps campaign to deny the results of the 2020 presidential election that put Joe Biden in the White House. Jail term Navarro, who will be 76 in July, has faced censure and ridicule from his political opponents and fellow Republicans alike, as a backlash builds against Trumps tariffs within his own party. The former university lecturer served a four-month sentence in prison last year for actions stemming from the former presidents efforts to overturn the results of the 2020 election. Navarro was convicted of contempt of Congress for refusing to appear for a deposition and refusing to supply documents to the committee investigating the January 6, 2021 attack on the US Capitol by Trumps supporters. And in 2020, Navarro clashed with top health expert Anthony Fauci over the Covid-19 pandemic, with the Trump administration official defending the use of an anti-malarial drug against the coronavirus. Billionaire and major Trump backer Elon Musk called Navarro dumber than a sack of bricks on Tuesday after the trade advisor said the Tesla boss relies mostly on imported parts to make his electric cars. Musk also dubbed him Peter Retarrdo and said Navarro should ask the fake expert he invented, Ron Vara referring to a fictional pundit Navarro quoted in a series of books and a policy memo, using an anagram of his own name. Earlier, Senator Ted Cruz a staunch Trump loyalist warned that the United States could be on its way to an economic bloodbath a",https://www.digitaljournal.com/world/china-hawk-peter-navarro-has-trumps-ear/article,2025-04-09 12:18:14+00:00,anger,"Senior Trump trade advisor Peter Navarro was known prior to work with the president for his book and subsequent film 'Death by China' Trump announced blanket 10 percent tariffs on countries and territories around the world last week, including islands inhabited only by penguins. Nearly 60 economies face higher duties, including the over 100 percent tax on Chinese imports that took effect Wednesday. Navarro has advised Trump since before the 2016 presidential election, when candidate Trump vowed to crack down on unfair trade practices."
The Times of India,"In Saudi debut, Tesla faces desert heat, few chargers, but no Musk protests",,It seems like you're already an ETPrime member with Login using your ET Prime credentials to enjoy all member benefits Log out of your current logged-in account and log in again using your ET Prime credentials to enjoy all member benefits.,https://economictimes.indiatimes.com/industry/renewables/in-saudi-debut-tesla-faces-desert-heat-few-chargers-but-no-musk-protests/articleshow/120128738.cms,,neutral,It seems like you're already an ETPrime member with Login using your ET Prime credentials to enjoy all member benefits Log out of your current logged-in account and log in again using your ET Prime credentials to enjoy all member benefits.
Time,Rare Earth Elements Are a Key Weapon in US-China Trade War,,"In response to Donald Trumps escalating tariffs, China retaliated in part by placing export restrictions on a slew of rare earth elements. These powerful materials are crucial to the U.S., because they underpin the creation of weapons, computer chips, and electric cars. China produces a majority of these rare earth materialsand experts say that the U.S. is years away from building its own supply chain. As the U.S.China trade war ramps up, rare earths are among the most important pieces of leverage that China controls. There are many reasons why China would not want to shut off U.S. access to rare earths completely, most notably that the country makes a lot of money from exporting them. But if China decides to further choke off its supply, the ripple effects could be extremely painful across many industries, says Lyle Trytten, a critical minerals expert. The U.S. does not have the means to create the materials it needs to create the devices it survives on, he says. Advertisement Advertisement Read More: Trump Doubles Down on Trade War, Threatening China With More Tariffs Rare earths importance The importance of rare earths has only increased over the years, due to the worlds reliance on ever-powerful computers and its search for cleaner energy. Dysprosium and terbium, for example, are found in smartphones vibration units. Neodymium powers the motors of electric vehicles. Tungsten, an ultra-hard metal, is used in ammunition, semiconductor chips, and alloys found in jet engines and deep-drilling rigs. Almost all of these materials are mined and processed by China, which has spent decades aggressively building the infrastructure to do so. As a result, many companies, including Tesla and Apple, source their rare earths from China. Recently, China has not hesitated to wield this dominance as a geopolitical bargaining tool. In 2010, China halted rare-earth exports to Japan amidst rising tensions. Over the past two years, Beijing has imposed curbs on other critical minerals, such as gallium, germanium, and graphite. Its pretty predictable now that once the U.S. pulls somethingwhether it's an export control on a particular technology or a tariffthis is Chinas chosen weapon, says Fabian Villalobos, an engineer at RAND. Critically, the separation of heavy rare earths from the light rare earths is where China has a dominance, and therefore theres a vulnerability in the supply chain. The White House signaled its understanding of the fragility of the current ecosystem when it exempted critical minerals from its tariffs regime this month. But that did not stop China from issuing export controls on seven kinds of rare earth elements, to all countries, on Friday. The decision is not a ban, but it does give Beijing oversight and control over access to the rare earth elements. China said that its export controls will not affect the rare earth supply chain. Crucially, China omitted several of the most-coveted rare earth elements, including neodymium and praseodymium",https://time.com/7275818/rare-earth-china-tariffs-metals-minerals/,,anger,"China has placed export restrictions on a slew of rare earth elements. These powerful materials underpin the creation of weapons, computer chips, and electric cars. China produces a majority of these rare earth materials. Experts say that the U.S. is years away from building its own supply chain. But if China decides to further choke off its supply, the ripple effects could be extremely painful across many industries, says Lyle Trytten, a critical minerals expert. The trade war is expected to continue for the next few months."
Freerepublic.com,On Democratic Party Violence,,"Skip to comments. On Democratic Party Violence Chronicles ^ | 9 Apr, 2025 | Paul Gottfried Posted on by MtnClimber For several years now, the Democratic Party and its allies in the media have been fomenting violence. Since they control the mainstream news cycle, theyve been able to get away with their mischiefbigly. One must be a low-grade moron, a fanatical Democratic partisan, or a seeing- and hearing-impaired hermit not to notice whats been transpiring. From 2020s so-called Summer of Love, through the intimidation of Supreme Court justices who supposedly voted against women in the Dobbs decision of 2022, to the incitement to assassinate Donald Trump in 2024, to the recent torching of Tesla automobiles and dealerships, the Democrats have been as much steeped in violence as the Nazis and Communists were during the waning days of the Weimar Republic. Senator Chuck Schumers threat of reaping the whirlwind, hurled on the steps of the Supreme Court at the justices who sided with reversing Roe v. Wade against the wishes of the Democratic Party, was no idle gesture. Those justices were targeted in their homes and menacingly demonstrated against, while Justice Kavanaugh was the object of an assassination plot by someone angered by his stand on abortion. If anyone is disappointed by how supposedly conservative justices have begun to vote with the left, the explanation might be that these vulnerable judges are understandably afraid that Democratic mobs and assailants may come after them and their families. Given their unsettling recent experiences, these judges have every reason to fear this. Democratic operatives and their media allies are not looking in the mouths of the unhinged gift horses theyve created. The Democrats learned, after the 2020 riots they helped abet, how much partisan violence they can get away with stirring up. While the staff of Kamala Harris and other prominent Democrats were bailing out the arsonists who burned Minneapolis during the George Floyd riots, enabling them to return to their criminal activities, the media provided cover for the party they slobber over. News interpreters went apoplectic attacking Trumps policy of calling out the National Guard during those riots, and they focused their feigned anger on Kyle Rittenhouse, the young man in Kenosha, Wisconsin, who shot and killed assailants who were chasing him during another riot inspired by a police shooting. This week, a bomb was thrown into the Tesla vehicle of a pregnant women in Vancouver. It seems the anti-Trump fanatics now targeting Musk are finding allies among our very woke neighbors to the North. One point about the violence spreading in Canada seems indisputable: those involved are most definitely not Conservatives. They and their compatriots engaged in similar activity here in the U.S. are quite likely enthusiasts of left-wing politics and, in many cases, are being paid for their efforts by George Soross NGOs or other front organizations. It is hard to imagine ",https://freerepublic.com/focus/f-chat/4309886/posts,,anger,"Since they control the mainstream news cycle, theyve been able to get away with their mischiefbigly. One must be a low-grade moron, a fanatical Democratic partisan, or a seeing- and hearing-impaired hermit not to notice whats been transpiring. From 2020s so-called Summer of Love, through the intimidation of Supreme Court justices who supposedly voted against women in the Dobbs decision of 2022. To the incitement to assassinate Donald Trump in 2024, to the recent torching of Tesla automobiles and dealerships."
HuffPost,"Joe Rogan, Ben Shapiro And Elon Musk Among Major Trump Backers Now Questioning Tariffs",,"LOADING ERROR LOADING WASHINGTON (AP) As President Donald Trumps tariffs roil global markets, some of the thought leaders and influential podcasters who backed the Republicans campaign are voicing doubts. Barstool Sports owner Dave Portnoy, hedge fund manager Bill Ackman and even Elon Musk are adding their voices to a number of congressional Republicans who have weighed in against the tariffs set to take effect on Wednesday. Advertisement Heres a look at some of what theyve said: Ben Shapiro The conservative commentator who initially backed Florida Gov. Ron DeSantis in last years GOP presidential primary before lending his support to Trump said Saturday on the All-In podcast that he saw contradictory claims as to what Trumps tariff proposals are intended to do. I think that the way that the tariff plan was rolled out is about as bad a rollout as you could do, Shapiro said. In a video posted Monday to his more than 7 million subscribers on YouTube, Shapiro reiterated that argument and said that the idea that tariffs are good and make us rich is really problematic. Advertisement The idea that this is inherently good and makes the American economy strong is wrongheaded, Shapiro said. Its untrue. The idea that it is going to result in massive re-shoring of manufacturing is also untrue. Dave Portnoy Welcome to Orange Monday, Portnoy said on his Davey Day Trader financial livestream, just before markets opened this week, saying theres no political agenda to his commentary, other than to make money. After last weeks market plunge, Portnoy said he had lost $7 million in stocks and crypto, a figure he estimated on Monday was likely closer to $20 million, or up to 15% of his net worth. Advertisement But, Portnoy has said, he plans to stick with Trump, whom he has called a smart guy. I think theyre smarter than me when it comes to these tariffs. I also think hes playing a high-stakes game here, Portnoy said last week on his livestream. Im gonna roll with him for a couple days, a couple weeks, see how this pans out. Founded by Portnoy in 2003 as a free sports and gambling newspaper, Barstool has grown into a digital platform covering sports, lifestyle, and entertainment, with hundreds of millions of followers. Portnoy has been a loyal Trump supporter since first endorsing him in 2016, interviewing the president at the White House in 2020. Joe Rogan Rogan, one of the nations most influential podcasters who endorsed Trump on the eve of last years election, said in March that Trumps feud with Canada was stupid and bemoaned the fact that Canadians booed us over tariffs during professional sporting events featuring teams from both countries. Advertisement Rogan has recently broken with Trump in other areas, including over wide-ranging deportations, referring to a recent operation to detain immigrants as horrific. Just weeks before Election Day, Rogan taped a nearly three-hour podcast interview with Trump, an opportunity for the Republican nominee to highlight the",https://www.huffpost.com/entry/trump-tariffs-criticism-major-backers_n_67f65b50e4b0d5eafa9fbc59,2025-04-09 11:49:03+00:00,neutral,"Some of the thought leaders and influential podcasters who backed the Republicans campaign are voicing doubts. Barstool Sports owner Dave Portnoy, hedge fund manager Bill Ackman and even Elon Musk are adding their voices to a number of congressional Republicans who have weighed in against the tariffs set to take effect on Wednesday. Ben Shapiro, a conservative commentator who initially backed Florida Gov. Ron DeSantis in last years GOP presidential primary before lending his support to Trump said he saw contradictory claims as to what Trumps tariff proposals are intended to do."
Securityaffairs.com,U.S. CISA adds Gladinet CentreStack and ZTA Microsoft Windows CLFS Driver flaws to its Known Exploited Vulnerabilities catalog,,"U.S. CISA adds Gladinet CentreStack and ZTA Microsoft Windows Common Log File System (CLFS) Driver flaws to its Known Exploited Vulnerabilities catalog Pierluigi Paganini April 09, 2025 April 09, 2025 U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds Gladinet CentreStack and ZTA Microsoft Windows Common Log File System (CLFS) Driver flaws to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA) added Gladinet CentreStack and ZTA Microsoft Windows Common Log File System (CLFS) Driver flaws, respectively tracked as CVE-2025-30406 and CVE-2025-29824, to its Known Exploited Vulnerabilities (KEV) catalog. The vulnerability CVE-2025-30406 (CVSS score 9.0) is a deserialization issue due to the CentreStack portals hardcoded machineKey use. Threat actors exploited the flaw in March attacks. The vulnerability has been addressed in version 16.4.10315.56368 released on April 3, 2025. The application uses a hardcoded or improperly protected machineKey in the IIS web.config file, which is responsible for securing ASP.NET ViewState data. If an attacker obtains or predicts the machineKey, they can forge ViewState payloads that pass integrity checks. In some scenarios, this can result in ViewState deserialization attacks, potentially leading to remote code execution (RCE) on the web server. Exploitation has been observed in the wild. reads the advisory. We strongly recommend updating to the patched version, which improves key management and mitigates exposure. For customers who cannot update immediately, rotating the machineKey values is a recommended interim mitigation. The vulnerability CVE-2025-29824, (CVSS score of 7.8) is a Use after free in Windows Common Log File System Driver that allows an authorized attacker to elevate privileges locally. An attacker who successfully exploited this flaw could gain SYSTEM privileges, Microsoft confirmed that the vulnerability has been exploited in attacks in the wild. According to Binding Operational Directive (BOD) 22-01: Reducing the Significant Risk of Known Exploited Vulnerabilities, FCEB agencies have to address the identified vulnerabilities by the due date to protect their networks against attacks exploiting the flaws in the catalog. Experts also recommend private organizations review the Catalog and address the vulnerabilities in their infrastructure. CISA orders federal agencies to fix this vulnerability by April 29, 2025. Follow me on Twitter: @securityaffairs and Facebook and Mastodon Pierluigi Paganini (SecurityAffairs hacking, CISA)",https://securityaffairs.com/176366/hacking/u-s-cisa-adds-gladinet-centrestack-and-zta-microsoft-windows-common-log-file-system-clfs-driver-flaws-to-its-known-exploited-vulnerabilities-catalog.html,2025-04-09 11:35:22+00:00,neutral,U.S. CISA adds Gladinet CentreStack and ZTA Microsoft Windows Common Log File System (CLFS) Driver flaws to its Known Exploited Vulnerabilities catalog. The vulnerability CVE-2025-30406 (CVSS score 9.0) is a deserialization issue due to the CentreStack portals hardcoded machineKey use. Threat actors exploited the flaw in March attacks.
Celebitchy.com,Elon Musk was ruthlessly trolled by gamers on a livestream over the weekend,,"Elon Musk only wanted to break the American government for the memes, but now that Donald Trumps insanity is affecting his bottom line, suddenly Musk is attacking Trumps advisors. Musk has split with Trump on tariffs. The stock market crash and looming Trump Recession/Depression has sent Teslas stock price off a cliff, and the stock was already slumping hard because of all of the Tesla-divestiture movements. All of which to say, Musk was already in a terrible mood over the weekend when he tried to show gamers that hes super-cool. He was trying to play Path of Exile 2 live on Twitter, and the gamers cyberbullied him mercilessly. Elon Musk rage quit a livestream of the video game Path of Exile 2 on Saturday night after repeatedly dying while also being ruthlessly cyberbullied in the chat. Path of Exile 2 is one of Musks favorite gamesso much so that he once claimed to be one of the worlds top players in an attempt to boost his gamer cred, before later backtracking and admitting that he had been secretly paying people to level up his account to make him appear more talented at it than he was. Nevertheless, while attempting to show off Starlinks in-flight WiFi capabilities while onboard his private jet over the weekend, Musk streamed himself playing some PoE2 on the hardest difficulty, which was broadcast live on X. The DOGE chief was, predictably, terrible at the game, but that was the least of his problemsLess than five minutes into the stream, a player logged on and asked Musk if he could please jerk off mr trump so he dies of a heart attack. It only got worse from there. For the next hour and a half, Musk sat in stony-faced silence and blasted techno music while dozens of users with names such as ELON_IS_A_PEEDOPHILE and ELON_MUSK_IS_PATHETIC repeatedly spammed the chat to tell him YOU HAVE NO FRIENDS AND YOU WILL DIE ALONE and YOU WILL ALWAYS FEEL INSECURE AND IT WILL NEVER GO AWAY. Elon. Its me, Ashley St. Claire. I have no other means of contacting you so I bought PoE2 early access. Please pay your child support. Thank you Elon, said an account pretending to be the conservative influencer currently locked in a custody battle with Musk over their five-month-old child, while another said his estranged daughter Vivian was right about him being terrible at video games. Some streamers attempted to help Musk out by trying to show him how to mute the chat function, while others encouraged people to Buy TSLA and thanked him for his work with Starlink and DOGE, but they were drowned out by a cavalcade of abuse from gamers relished the opportunity to give the billionaire a piece of their mind. Theres a lot of rs in the chat, said Musk at one point, using the r-word slur while a user named HC_John_Wick repeatedly spammed ELON HOW IS IT POSSIBLE TO LOOK THIS DUMB AND UGLY WHY IS UR TESLA COMPANY FALLING APART AHAAHAAHAAH! WHAT HAPPENED BUDDY? But aside from muting a couple of the loudest trolls after almost an hour of sustained abuse, Musk did little to s",https://www.celebitchy.com/917315/elon_musk_was_ruthlessly_trolled_by_gamers_on_a_livestream_over_the_weekend/,,fear,"Elon Musk rage quit a livestream of the video game Path of Exile 2 on Saturday night after repeatedly dying while also being ruthlessly cyberbullied in the chat. Musk has split with Trump on tariffs. The stock market crash and looming Trump Recession/Depression has sent Teslas stock price off a cliff, and the stock was already slumping hard because of all of the Tesla-divestiture movements. All of which to say, Musk was already in a terrible mood over the weekend when he tried to show gamers that hes super-cool."
The Conversation Africa,"Donald Trumps policies are more than dumb theyre stupid, according to stupidity researchers",,"Before he stepped down as Canadian prime minister, Justin Trudeau called Donald Trumps tariff policies very dumb. This might be an accurate description of many Trump administration policies but the more objectively correct word is stupid. In fact, Qubecs largest newspaper, Le Journal de Montral, published a front-page photo of Trump in early February with the word stupid in 350-point type. Some may call this an opinion, but the science of stupidity tells us that its more of a definition. Recent research has produced a succinct label for the poorly calculated actions of decision-makers: stupidity. This is not simple name-calling, but a phenomenon that comprises loss and features a set of actions that are either outright recognizably dysfunctional, or appear so at odds with any sensible course of action that it seems a hidden agenda could be involved. Stupidity that causes everyone to lose According to the seminal and transactional view of human stupidity by Carlo Cipolla, the late Italian economic historian, interactions fall into four categories: Intelligent interactions that are beneficial to all a positive-sum game like Scottish philosopher Adam Smiths notion of wealth through specialization and trade; Helpless interactions that result in a loss in a zero-sum game; Bandit interactions that result in a gain in zero-sum game; Stupid interactions that cause all parties to suffer a loss. Free trade is based on an intelligent positive-sum interaction. Trumps transactional zero-sum view is that for every winner there is a loser. (AP Photo/Evan Vucci) He apparently doesnt understand that tariffs are only successful if other countries dont retaliate. But other countries do retaliate, and as the world is now witnessing, the resulting trade war can decimate the global economy. Trumps protectionist measures aimed at boosting the U.S. economy can therefore be considered stupid interactions that risk deepening and lengthening an economic depression. Stupidity as recognizable actions Modern-day researchers have also identified three recognizable sets of actions embodying stupidity: Confident ignorance that involves people taking risks without having the necessary skills to deal with them. Its not just being ignorant of ones ignorance explained by the Dunning-Kruger effect but being self-assured despite contrary evidence. Trump may know what he does not know, so he delegated many tasks to Tesla founder Elon Musk and trade tariff architect Pete Navarro, both of whom seem to possess no such awareness. (AP Photo/Ben Curtis) Absent-minded failure means people knew the right thing to do but were not paying sufficient attention to avoid doing something stupid. Organizations create agendas, but if issues dont reach a point where they seriously impact the organizations objectives, they are ignored. An example is the recent U.S. strikes against Yemeni Houthis. U.S. officials ignored critical security components by sharing information about their plans over unsecure co",https://theconversation.com/donald-trumps-policies-are-more-than-dumb-theyre-stupid-according-to-stupidity-researchers-253009,2025-04-09 11:27:08+00:00,disgust,"Justin Trudeau called Donald Trumps tariff policies very dumb. This might be an accurate description of many Trump administration policies but the more objectively correct word is stupid. Some may call this an opinion, but the science of stupidity tells us that its more of a definition. This is not simple name-calling, but a phenomenon that comprises loss and features a set of actions that are either outright recognizably dysfunctional, or appear so at odds with any sensible course of action."
Biztoc.com,"These Stocks Are Moving the Most Today: Apple, Microsoft, Tesla, Delta, Peabody Energy, Nvidia, Cal-Maine, and More",,nan,https://biztoc.com/x/0dffbcd6b1fe866c,2025-04-09 10:42:00+00:00,neutral,nan
Phys.Org,Study unveils contributions to superconductivity in the vortex lattice structure of 2H-NbSe,,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility: The field dependence of the first order vortex lattice form factor, FF, at (a) 100 mK and (b) 1.5 K. Credit: Physical Review Letters (2025). DOI: 10.1103/PhysRevLett.134.116001 Superconductivity is a quantum property of materials entailing an electrical resistance of zero at very low temperatures. In some materials, multiple electronic bands are known to contribute to the emergence of superconductivity, leading to multiple superconducting energy gaps. This phenomenon is referred to as multiband superconductivity. Researchers at Lund University in Sweden, Institut Laue Langevin in France and other institutes in Europe recently carried out a study aimed at better understanding the multiband superconductivity emerging in the transition metal dichalcogenide 2H-NbSe 2 , which exhibits a vortex lattice when exposed to a magnetic field. Their findings, published in Physical Review Letters, unveil two key contributions to the superconducting state observed in this material. ""Our recent study was motivated by the longstanding mystery of how the existence of multiple electronic bands influence superconductivitymaterials conducting electricity without resistance,"" Dr. Ahmed Alshemi, Postdoc fellow at Lund University and the first author of the paper, told Phys.org. ""Specifically, we were inspired by previous theoretical predictions and experimental indications that superconductors like 2H-NbSe 2 host multiple bands of electrons, each contributing differently to superconductivity."" The main objective of the recent study by Alshemi and his colleagues was to delineate and characterize the role of multiple electron bands in the emergence of superconductivity. They hoped that this would in turn allow them to determine how these bands shape the superconducting behavior of materials, especially in the presence of a magnetic field. ""In our experiments, we used Small-Angle Neutron Scattering (SANS), a powerful bulk-sensitive probe that allows us to observe the arrangement of a quantized magnetic vortices inside superconductors,"" explained Alshemi. ""When we applied a magnetic field to the superconducting material 2H-NbSe 2 , it created lines of magnetic fluxcalled a 'vortex lattice'where magnetic flux penetrates the material. By scattering neutrons off this vortex lattice, we could precisely measure changes in its structure and how it evolves with temperature and magnetic field strength."" Schematic illustration of two-band superconductivity in 2H-NbSe 2 , highlighting the coexistence of two distinct superconducting gaps, each associated with its own characteristic length scale Cooper pair size. Credit: Ahmed Alshemi, Postdoctoral FellowLund University. The measurements collected by this team of researchers offered valuable information about how each band of electrons in 2H-NbSe 2 contribut",https://phys.org/news/2025-04-unveils-contributions-superconductivity-vortex-lattice.html,,neutral,"Superconductivity is a quantum property of materials entailing an electrical resistance of zero at very low temperatures. In some materials, multiple electronic bands are known to contribute to the emergence of superconductivity, leading to multiple superconducting energy gaps. Researchers at Lund University in Sweden, Institut Laue Langevin in France and other institutes in Europe recently carried out a study aimed at better understanding this phenomenon."
Nakedcapitalism.com,naked capitalism,,"An Ancient Guidebook on How Not to Get Pregnant Haaretz (Robin K) In Guatemala, painted altar found at Tikal adds new context to mysterious Maya history ScienceDaily (Kevin W) Trends in Melatonin Use Alarm Child Sleep Experts Undark. Paul R: I use melatonin as a sleep aid sometimes, but this cant be good. Moi: On top of that, Ive never found it to be helpful with sleep and I was not aware of other possible health effects. He Was Held Captive in His Room for Decades. Then He Set It on Fire. New York Times (Robin K). Read to the end. Another Country Aurelien Climate/Environment China? South of the Border European Disunion Old Blighty Garbage piles up on Birminghams streets as a sanitation strike in the UK city enters its 5th week Associated Press Israel v. The Resistance New Not-So-Cold War Big Brother is Watching You Watch Practical Paranoia: Navigating A Hostile Digital Landscape Libre Solutions (Micael T) Imperial Collapse Watch Trump 2.0 Tariffs DOGE National Weather Service issues lifesaving tornado and flood warnings amid massive cuts Yale Climate Connections Christian TheoBros Are Building a Tech Utopia in Appalachia Mother Jones (Paul R) Immigration Our No Longer Free Press Mr. Market Is Having a Nervous Breakdown AI Trump Order Seeks to Tap Coal Power in Quest to Dominate AI Bloomberg (resilc) The Bezzle Class Warfare They want a lake view then Stockholms food warehouses will be demolished Expressen via machine translation. Micael T: Gentrification causes crisis/wartime starvation. From bob in upstate New York: I live in a tourist area. Lots from Canada, its close. The summer is looking very grim. Someone a few weeks ago showed up to 75% of us bound flights were cancelled. The people coming here would not be flying, but anecdotally, we are seeing the same behavior. This is short on details, but its a tourist town newspaper. They arent going to try to start a panic. The other issue here is that no one can afford to live here. Prices for 3rd and 4th homes are above 500k , median household income is $63,747. If youre really lucky you can buy a seasonal home built in the 1930s for 200k. Seasonal service work used to allow people to make decent money in season. Now, its all J1s (might be h2bs tecnically, but locally they are all J1s), not sure on the official name. In my research there isnt a program that would allow this. Yet they are here, lots, hundreds, constantly rotating. Young people who come over from some other county, eastern europe (croatia, serbia) or south america(peru, argentina), usually upper middle class university students in those countries. They work for a few months and then they are allowed to travel for a week or two. Not sure that week is going to be a good travel experience now with the black squads running around. Housing has to be made available to them, but they have to pay. The housing isnt good. Theyre young, they make it work. But those people have to be set up years ahead of time. Most of the larger resorts are s",https://www.nakedcapitalism.com/2025/04/links-4-9-2025.html,2025-04-09 10:58:36+00:00,neutral,"An Ancient Guidebook on How Not to Get Pregnant Haaretz (Robin K) In Guatemala, painted altar found at Tikal adds new context to mysterious Maya history ScienceDaily (Kevin W) Trends in Melatonin Use Alarm Child Sleep Experts Undark. Paul R: I use melatonin as a sleep aid sometimes, but this cant be good. Moi: On top of that, Ive never found it to be helpful with sleep and I was not aware of other possible health effects. He Was Held Captive in His Room for Decades. Then He Set It on Fire. Read to the end."
Biztoc.com,Musk calls Trump advisor 'moron' in quarrel over Tesla,,"The South African-born billionaire's latest spat further fuelled rumours of his growing rift with Trump. Influential allies have also criticised the US president's tariffs. This story appeared on euronews.com , 2025-04-09 10:34:46.",https://biztoc.com/x/77d2c4dfe0c4d824,2025-04-09 10:34:46+00:00,anger,"The South African-born billionaire's latest spat further fuelled rumours of his growing rift with Trump. Influential allies have also criticised the US president's tariffs. This story appeared on euronews.com , 2025-04-09 10:34:46."
CNBC,Tesla gets price target cut from three Wall Street shops,,"Wall Street analysts are growing increasingly bearish on Tesla as a new world order for automobiles materializes due to escalating trade tensions. Analysts from three Wall Street banks Goldman Sachs, UBS and Mizuho cut their price targets for Tesla: UBS: to $190 from $225, implying roughly 30% downside Goldman Sachs: $260 from $275, pointing to a 4% slide from Wednesday's close Mizuho: $375 from $430, still signaling upside of around 38% ""While lower estimates for 2025 are now more broadly expected, we believe the whole trajectory of earnings for TSLA remains too high and could face negative revisions post 1Q25 results,"" wrote UBS analyst Joseph Spak, who has a sell rating on the stock. ""Further, we'd highlight some risk to Tesla Energy from the China tariffs."" Shares of the electric vehicle maker have dropped 33% this year alone, wiping out most of their postelection gain. Investors have grown increasingly worried as waning economic conditions and rising trade tensions have threatened to squeeze the stock, while CEO Elon Musk's role in the new Trump administration has also drawn backlash. TSLA 1Y mountain TSLA 1Y chart ""For Tesla, we believe that weaker auto demand/consumer sentiment, tariff costs (including in Energy), and US EV policy risk are offset by longer-term potential from its AI related efforts,"" wrote Goldman analyst Mark Delaney, reiterating his neutral rating on the stock. Mizuho's Vijay Rakesh is the most constructive of the three analysts, reiterating his outperform rating despite his price target cut. ""We see TSLA remaining the leader in the US EV market, though we note potential share headwinds in the EU/China as competitors ramp production,"" the analyst wrote. Tesla shares were down more than 3% in the premarket following the target reductions. Get Your Ticket to Pro LIVE Join us at the New York Stock Exchange! Uncertain markets? Gain an edge with CNBC Pro LIVE , an exclusive, inaugural event at the historic New York Stock Exchange. In today's dynamic financial landscape, access to expert insights is paramount. As a CNBC Pro subscriber, we invite you to join us for our first exclusive, in-person CNBC Pro LIVE event at the iconic NYSE on Thursday, June 12. Join interactive Pro clinics led by our Pros Carter Worth, Dan Niles and Dan Ives, with a special edition of Pro Talks with Tom Lee. You'll also get the opportunity to network with CNBC experts, talent and other Pro subscribers during an exciting cocktail hour on the legendary trading floor. Tickets are limited!",https://www.cnbc.com/2025/04/10/tesla-gets-price-target-cut-from-three-wall-street-shops.html,2025-04-10 00:00:00,fear," Goldman Sachs, UBS and Mizuho cut their price targets for Tesla. Investors have grown increasingly worried as waning economic conditions and rising trade tensions have threatened to squeeze the stock. Shares of the electric vehicle maker have dropped 33% this year alone, wiping out most of their postelection gain. ""We believe the whole trajectory of earnings for TSLA remains too high and could face negative revisions post 1Q25 results,"" wrote UBS analyst Joseph Spak."
